source,relation,target,confidence,evidence
中国电信 5G 智慧矿山行业白皮书,mentions,烟囱,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-9c5d457351d20615"", ""B10-6d874e37e4dc44f2""], ""snippets"": [""山一朵云、矿山一平台、以及N个应用与5个中心。通过一张网，构建互联互通、统 一高效矿山融合网络；通过一朵云，构建安全可信、弹性灵活的数字化底座；通过一平台，打破烟囱式系统，形成数据共享、能力共享、开放统一的矿山数字平台，支撑矿山打造各类智慧业务应用。 04 5G智慧矿山关键技术 4.1. 5G融合 4.1.1. 5G网络架构 基于5G大带宽、低时延、高可靠等特性， 5G专网是矿山的最佳选择。5G矿山架"", ""山一朵云、矿山一平台、以及N个应用与5个中心。通过一张网，构建互联互通、统 一高效矿山融合网络；通过一朵云，构建安全可信、弹性灵活的数字化底座；通过一平台，打破烟囱式系 统，形成数据共享、能力共享、开放统一的矿山数字平台，支撑矿山打造各类智慧业务应用。 3.2. 5G智慧矿山总体架构 智慧生产 智慧安全 智慧决策 智慧设备 智慧经营 ...N应用 AI智能 物联网应用 大数据分析与挖掘 视频应用与分析""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,粉尘,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-4f647d63cdcd736b""], ""snippets"": [""基于三维实景孪生平台，对安监生产人员、设备、车辆、监测点等要素的位置、状态等信息进行实时监 测，并结合人工智能、物联网等智能感知技术，对环境态势（粉尘、瓦斯、水、有害气体）、人员工作态 势、设备运维情况、生产进度等信息进行实时监测，对各类异常态势（人员入侵、违规操作识别报警、灾害 预警等）进行实时预警告警；并基于专业的模型算法，对掘进、开采、运输等业务环节关键数据指标，以及 重大灾害监测""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,运维,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,遮挡,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-9c5d457351d20615"", ""B10-ec7f3ff179189e8f""], ""snippets"": [""载基本相当， 避免出现整个网络中个别 小区负载过高或过低的情况。 安装位置： 确保模块可以稳定使用，并且不影响采煤、运煤等业务作业；避免近端有金属物或大型物 体遮挡。 站高选择： 优先选择高度较高的位置放置站点，在可能会出现越区覆盖处尽量避免站高过高。 井工矿 防爆： 需满足GB3836标准，发射功率<6W，基站需要支持防爆处理。 建网标准： 井工矿对无线网络的要求分为容量优先和覆盖优先场景。综采面为"", ""务的业务量或负载基本相当，避免出现整个网络中个别 小区负载过高或过低的情况。 确保模块可以稳定使用，并且不影响采煤、运煤等业务作业；避免近端有金属物或大型物 体遮挡。 优先选择高度较高的位置放置站点，在可能会出现越区覆盖处尽量避免站高过高。 承载网使用IPRAN技术，矿山园区内新增承载网汇聚设备和接入设备。汇聚设备与矿区专用MEC/入驻 UPF同机房部署，部署在井上，用于对接MEC/UPF；接入设备与""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,防爆,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-aaa69ae23dabbbfb"", ""B10-9c5d457351d20615"", ""B10-839d744c01054f1f""], ""snippets"": [""6 栾川龙宇钼业有限公司南泥湖钼矿智能化 6.7 龙首矿“5G+电机车无人驾驶”项目 6.8 龙首矿“5G+卸料皮带巡检机器人”项目 6.9 化工新材料“5G+防爆机器人巡检”项目 07 总结与展望 7.1 存在问题 7.2 发展目标 7.3 关键技术赋能 7.4 技术研发与验证 08 附录 8.1 规范性引用文件 8.2 术语、定义、缩略语 指导单位 中国煤炭工业协会 中国煤炭科工集团有限公司 矿冶"", ""且不影响采煤、运煤等业务作业；避免近端有金属物或大型物 体遮挡。 站高选择： 优先选择高度较高的位置放置站点，在可能会出现越区覆盖处尽量避免站高过高。 井工矿 防爆： 需满足GB3836标准，发射功率<6W，基站需要支持防爆处理。 建网标准： 井工矿对无线网络的要求分为容量优先和覆盖优先场景。综采面为典型的容量优先场景，需 要上行容量达到1 Gbps。巷道场景为典型的覆盖优先场景，需要边缘上行速率大于"", ""管理成本，提高安全生产管理工作效率，充分发挥安全生产管理成果在宏观和微观领域的作用，使安全 生产管理的成果成为企业决策的重要依据。 6.9. 化工新材料“5G+防爆机器人巡检”项目 落实国家应急管理部下发的《“工业互联网+危化安全生产”试点建设方案》文件（2021年27号）的重 要任务内容，金川集团化工有限公司是全国首批试点的74家单位之一，也是甘肃省唯一一家试点单位。目前 试点项目整体建设内容包括5""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,高可靠,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-aaa69ae23dabbbfb"", ""B10-9c5d457351d20615"", ""B10-e5ad8fba3d4d6e15""], ""snippets"": [""下，传统模式下的煤炭能源行业 转型升级到以数据驱动发展的新阶段已经到来。5G与工业互联网紧密融合， 成为了各行业发展新的动能。 5G具有大带宽、低延时、广连接、高可靠等特性，不但具有消费应用的前景， 更能支持实体经济发展。工 业互联网核心内涵是数字化、网络化、智能化。5G赋能工业互联网，将催生全新工业生态体系， 二者融合 将推进能源和制造业高质量发展。5G融入工业互联网将使其应用场景得到深度拓展。 一是"", ""享、开放统一的矿山数字平台，支撑矿山打造各类智慧业务应用。 04 5G智慧矿山关键技术 4.1. 5G融合 4.1.1. 5G网络架构 基于5G大带宽、低时延、高可靠等特性， 5G专网是矿山的最佳选择。5G矿山架构包含了无线网络，承 载网络，核心网。 4.1.2. 无线网络 露天矿 根据场景区分，若为线性区域可沿道路做线性组网；若为面型覆盖，可做蜂窝组网。露天矿主要应用为 自动驾驶和远程控制，5G网络的"", ""。 承载网除了可以做5G的承载，还可以代替井下的工业环网等有线网络。通过FlexE方案实现带宽资源的 分配和硬隔离。减少井下网络部署的复杂度和网络维护的难度。 高可靠 IPRAN接入网采用电信级设备和网络部署，矿区内采用环形组网或者口字型组网增加可靠性。矿山应用 属于高可靠性/超高可靠性场景，推荐承载网与BBU/MEC采用口字型双归组网，承载网络中任一单链路故障 或者单设备故障不影响连通性，业务不受影响""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,一平台,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-9c5d457351d20615"", ""B10-b49271f7f0889550"", ""B10-6d874e37e4dc44f2""], ""snippets"": [""充和制定相关标准。 7.智能化应用保障部分包括融合决策和智能化管理等。现行标准中暂无相关标准。 3.2. 5G智慧矿山总体架构 建设矿山一张网、矿山一朵云、矿山一平台、以及N个应用与5个中心。通过一张网，构建互联互通、统 一高效矿山融合网络；通过一朵云，构建安全可信、弹性灵活的数字化底座；通过一平台，打破烟囱式系统，形成数据共享、能力共享、开放统一的矿山数字平台，支撑矿山打造各类智慧业务应用。 04 5"", ""能力，向上提供业务调度 中心服务，实时提供平台各种资源，将这些资源通过接口服务提供用户指挥调度过程中多种需求的通信能 力，构建一个融合网络、数据、终端等接口的统一平台。 4.3. 工业互联网-数据平台 1 、发展现状 我国煤矿已走过机械化、数字化、自动化的发展历程，现在向着智能化方向发展。不同阶段的工业化任 务有所不同，数字化解决了煤炭生产大量数据、信息的集成及利用问题，自动化使采矿流程实现部分远程控 "", ""面型覆盖，可做蜂窝组网。露天矿主要应用为 自动驾驶和远程控制，5G网络的边缘上行速率需要达到30Mbps。 露天矿 09 10 建设矿山一张网、矿山一朵云、矿山一平台、以及N个应用与5个中心。通过一张网，构建互联互通、统 一高效矿山融合网络；通过一朵云，构建安全可信、弹性灵活的数字化底座；通过一平台，打破烟囱式系 统，形成数据共享、能力共享、开放统一的矿山数字平台，支撑矿山打造各类智慧业务应用。 3.2""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,一张网,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-9c5d457351d20615"", ""B10-6d874e37e4dc44f2""], ""snippets"": [""人化装备等高新 技术，补充和制定相关标准。 7.智能化应用保障部分包括融合决策和智能化管理等。现行标准中暂无相关标准。 3.2. 5G智慧矿山总体架构 建设矿山一张网、矿山一朵云、矿山一平台、以及N个应用与5个中心。通过一张网，构建互联互通、统 一高效矿山融合网络；通过一朵云，构建安全可信、弹性灵活的数字化底座；通过一平台，打破烟囱式系统，形成数据共享、能力共享、开放统一的矿山数字平台，支撑矿山打造各类"", ""可沿道路做线性组网；若为面型覆盖，可做蜂窝组网。露天矿主要应用为 自动驾驶和远程控制，5G网络的边缘上行速率需要达到30Mbps。 露天矿 09 10 建设矿山一张网、矿山一朵云、矿山一平台、以及N个应用与5个中心。通过一张网，构建互联互通、统 一高效矿山融合网络；通过一朵云，构建安全可信、弹性灵活的数字化底座；通过一平台，打破烟囱式系 统，形成数据共享、能力共享、开放统一的矿山数字平台，支撑矿山打造各""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,一朵云,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-9c5d457351d20615"", ""B10-6d874e37e4dc44f2""], ""snippets"": [""新 技术，补充和制定相关标准。 7.智能化应用保障部分包括融合决策和智能化管理等。现行标准中暂无相关标准。 3.2. 5G智慧矿山总体架构 建设矿山一张网、矿山一朵云、矿山一平台、以及N个应用与5个中心。通过一张网，构建互联互通、统 一高效矿山融合网络；通过一朵云，构建安全可信、弹性灵活的数字化底座；通过一平台，打破烟囱式系统，形成数据共享、能力共享、开放统一的矿山数字平台，支撑矿山打造各类智慧业务应用"", ""性组网；若为面型覆盖，可做蜂窝组网。露天矿主要应用为 自动驾驶和远程控制，5G网络的边缘上行速率需要达到30Mbps。 露天矿 09 10 建设矿山一张网、矿山一朵云、矿山一平台、以及N个应用与5个中心。通过一张网，构建互联互通、统 一高效矿山融合网络；通过一朵云，构建安全可信、弹性灵活的数字化底座；通过一平台，打破烟囱式系 统，形成数据共享、能力共享、开放统一的矿山数字平台，支撑矿山打造各类智慧业务应""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,云边协同,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,数据平台,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山行业白皮书,mentions,智能调度,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-510e28c4b5d3cbb8"", ""B10-c6d5299aee367aab"", ""B10-6dc9f0399c43534e""], ""snippets"": ["" 基于Open Stack+KV M架构，提供计算、存储、网络等多种标准Ia aS云服务，软件定义数据 中心，高可用架构，数据多副本存储，保证安全稳定可控；资源智能调度，宕机自动迁移，在线弹 性扩容，保障业务连续运行。 4.2.2. PaaS PaaS(Platform-as-a- Service)：平台即服务。 PaaS服务提供DevOps能力，能源矿山领域工业应用开发团队只需关注业务实现，快速高效完成"", ""下矿车作业效率，降低作业风险。 要实现5G智慧矿区无人驾驶技术应用和智能化管理，需要解决几个主要问题：高速安全的网络保障、矿 卡车辆自动驾驶解决方案的设计、远程智能调度监控平台的搭建、信息化管理平台及应用的建设、矿车的更 新改造。 通过构建露天矿山矿石石方、原石运输矿卡无人驾驶作业集群，可最大程度减少工程现场作业人员数 量，有效确保人员安全。 通过不断强化5G边缘计算能力与核心云计算能力，打造自动驾驶分级"", ""升级。 基于OpenStack+KVM架构，提供计算、存储、网络等多种标准IaaS云服务，软件定义数据 中心，高可用架构，数据多副本存储，保证安全稳定可控；资源智能调度，宕机自动迁移，在线弹 性扩容，保障业务连续运行。 IaaS(Infrastructure-as-a- Service)：基础设施即服务。 IaaS服务是实现能源矿山可靠运行的重要支撑，包含计算服务、存储服务、网络服务、安全服务： 4.2.""]}"
中国电信 5G 智慧矿山行业白皮书,mentions,统一平台,0.68,"{""source_id"": ""B10"", ""chunk_ids"": [""B10-b49271f7f0889550"", ""B10-7834f63d567d3cfd""], ""snippets"": [""务能力，向上提供业务调度 中心服务，实时提供平台各种资源，将这些资源通过接口服务提供用户指挥调度过程中多种需求的通信能 力，构建一个融合网络、数据、终端等接口的统一平台。 4.3. 工业互联网-数据平台 1 、发展现状 我国煤矿已走过机械化、数字化、自动化的发展历程，现在向着智能化方向发展。不同阶段的工业化任 务有所不同，数字化解决了煤炭生产大量数据、信息的集成及利用问题，自动化使采矿流程实现部分远程控 "", ""务能力，向上提供业务调度 中心服务，实时提供平台各种资源，将这些资源通过接口服务提供用户指挥调度过程中多种需求的通信能 力，构建一个融合网络、数据、终端等接口的统一平台。""]}"
